[01:06:24.378] [info] Initializing TheNewGentleman 4.2.3!
[01:06:24.378] [info] Game version : 1-5-97-0
[01:09:38.826] [info] Loading ini files...
[01:09:38.833] [info] 	- Found [2] [CoveringRecord] entries in [Cold Foreigner_TNG.ini].
[01:09:38.840] [warning] 	The race [0xc000816: ccBGSSSE025_GoldenSaintRace] cannot have any genitals since their skin cannot be recognized!  It was last modified by [ccbgssse025-advdsgs.esm].
[01:09:38.840] [info] 	The race [0x221dd5b1: zzzCrbGrayOwlRace] was recognized as a new primary group [zzzCrbGrayOwlRace].
[01:09:38.840] [info] 	The race [0x220ce5ef: zzzCrbHalfDragonChildRace] was recognized as a new secondary group [zzzCrbHalfDragonChildRace].
[01:09:38.840] [info] 	The race [0x220022f5: zzzCrbHalfDragonRace] was recognized as a new secondary group [zzzCrbHalfDragonRace].
[01:09:38.840] [info] 	The race [0x1f000837: _Lull_SecariusRace] was recognized as a member of existing group HighElfRace.
[01:09:38.840] [info] 	The race [0x1360201b: BSKSeaElfRace] was recognized as a new primary group [BSKSeaElfRace].
[01:09:38.840] [info] 	The race [0x13601fcd: BSKWildElfRace] was recognized as a new primary group [BSKWildElfRace].
[01:09:38.840] [warning] 	The race [0x320a7ad9: 000FCArbiterRace] cannot have any genitals since their skin cannot be recognized!  It was last modified by [ForgottenCity.esp].
[01:09:38.840] [info] 	The race [0x1f005b18: _Lull_ThalmorMutant_NoHead] was recognized as a member of existing group HighElfRace.
[01:09:38.840] [info] 	The race [0x4dab5379: TOK_RACE_PolymorphHighElfRace] was recognized as a member of existing group HighElfRace.
[01:09:38.840] [info] 	The race [0x1f124402: _Lull_ThalmorMutant_BigHead] was recognized as a member of existing group HighElfRace.
[01:09:38.840] [info] 	The race [0x1f129505: _Lull_ThalmorMutant_Long] was recognized as a member of existing group HighElfRace.
[01:09:38.840] [info] 	The race [0x1f129507: _Lull_ThalmorMutant_Armed] was recognized as a member of existing group HighElfRace.
[01:09:38.840] [info] 	The race [0x1f005b1a: _Lull_ThalmorMutant_Masscroft] was recognized as a member of existing group HighElfRace.
[01:09:38.840] [info] 	The race [0x200377d: SnowElfRace] was recognized as a new primary group [SnowElfRace].
[01:09:38.840] [info] 	The race [0xde0df5ad: HRI_Alternate_Race_HighElfRace] was recognized as a new secondary group [HRI_Alternate_Race_HighElfRace].
[01:09:38.840] [info] 	The race [0x223f500f: zzzCrbHoholaughRace] was recognized as a new primary group [zzzCrbHoholaughRace].
[01:09:38.840] [info] 	The race [Vigilant.esm: xx500dba: zzzCHImgaHumanRace] was ignored because an ini excludes it!
[01:09:38.840] [info] 	The race [0x13744: ImperialRace] was recognized as a new primary group [ImperialRace].
[01:09:38.840] [info] 	The race [0x4dab537a: TOK_RACE_PolymorphImperialRace] was recognized as a member of existing group ImperialRace.
[01:09:38.840] [info] 	The race [0x88844: ImperialRaceVampire] was recognized as a new primary group [ImperialRaceVampire].
[01:09:38.840] [info] 	The race [0xde0df5ae: HRI_Alternate_Race_ImperialRace] was recognized as a new secondary group [HRI_Alternate_Race_ImperialRace].
[01:09:38.840] [warning] 	The race [0x71e6a: InvisibleRace] cannot have any genitals since they do not have a skin! It was last modified by [Skyrim.esm].
[01:09:38.840] [warning] 	The race [0xc9e8ada5: HTZahkriisosEntityOfThunderRace] cannot have any genitals since they do not have a skin! It was last modified by [Fanatical Enemies.esp].
[01:09:38.840] [warning] 	The race [0xc9ba1d1d: HTInvisibleRaceFieryOrb] cannot have any genitals since they do not have a skin! It was last modified by [Fanatical Enemies.esp].
[01:09:38.840] [info] 	The race [0x5c12624d: AK69KatanaRace] was recognized as a new secondary group [AK69KatanaRace].
[01:09:38.840] [info] 	The race [0x88845: KhajiitRaceVampire] was recognized as a new primary group [KhajiitRaceVampire].
[01:09:38.840] [info] 	The race [0x13745: KhajiitRace] was recognized as a new primary group [KhajiitRace].
[01:09:38.840] [info] 	The race [0xfe010828: BGSSSE018_KhajiitRaceDoppelganger] was recognized as a member of existing group KhajiitRace.
[01:09:38.840] [info] 	The race [0x4d433920: TOK_RACE_PolymorphKhajiitRace] was recognized as a member of existing group KhajiitRace.
[01:09:38.840] [info] 	The race [0xde0df5af: HRI_Alternate_Race_KhajiitRace] was recognized as a new secondary group [HRI_Alternate_Race_KhajiitRace].
[01:09:38.840] [info] 	The race [JKJKhajiitAltCathayCatRace] is designed to be ignored by TNG. It was not modified.
[01:09:38.840] [info] 	The race [JKJKhajiitCathayRahtAltLioness] is designed to be ignored by TNG. It was not modified.
[01:09:38.840] [info] 	The race [JKJKhajiitCathayRaht] is designed to be ignored by TNG. It was not modified.
[01:09:38.840] [info] 	The race [JKJKhajiitDagiRaht] is designed to be ignored by TNG. It was not modified.
[01:09:38.840] [info] 	The race [JKJKhajiitOhmes] is designed to be ignored by TNG. It was not modified.
[01:09:38.840] [info] 	The race [JKJKhajiitOhmesRahtRace] is designed to be ignored by TNG. It was not modified.
[01:09:38.840] [info] 	The race [JKJKhajiitPahmarRaht] is designed to be ignored by TNG. It was not modified.
[01:09:38.840] [info] 	The race [JKJKhajiitSuthayRahtAltTiger] is designed to be ignored by TNG. It was not modified.
[01:09:38.840] [info] 	The race [JKJKhajiitSuthayRaht] is designed to be ignored by TNG. It was not modified.
[01:09:38.840] [info] 	The race [JKJKhajiitTojay] is designed to be ignored by TNG. It was not modified.
[01:09:38.840] [info] 	The race [Vigilant.esm: xx6592b: zzzCOChildRaceKillable] was ignored because an ini excludes it!
[01:09:38.840] [info] 	The race [Vigilant.esm: xx53e71: zzzCOBuroRace] was ignored because an ini excludes it!
[01:09:38.840] [info] 	The race [0x22350b98: zzzCrbManakinRace] was recognized as a new secondary group [zzzCrbManakinRace].
[01:09:38.840] [info] 	The race [Vigilant.esm: xx50f8c8: zzzCHMntrRaceChild] was ignored because an ini excludes it!
[01:09:38.840] [info] 	The race [Vigilant.esm: xx510ae2: zzzCHMntrRaceElder] was ignored because an ini excludes it!
[01:09:38.840] [info] 	The race [Vigilant.esm: xx510ae1: zzzCHMntrRaceVampire] was ignored because an ini excludes it!
[01:09:38.840] [info] 	The race [Vigilant.esm: xx50f8b8: zzzCHMntrRace] was ignored because an ini excludes it!
[01:09:38.840] [info] 	The race [0x13746: NordRace] was recognized as a new primary group [NordRace].
[01:09:38.840] [info] 	The race [0x571f33df: aaaLucDweWarriorRace] was recognized as a new primary group [aaaLucDweWarriorRace].
[01:09:38.840] [info] 	The race [0x403ca97: DLC2MiraakRace] was recognized as a member of existing group NordRace.
[01:09:38.840] [info] 	The race [0x10760a: ManakinRace] was recognized as a new primary group [ManakinRace].
[01:09:38.840] [warning] 	The race [0xc9be3a61: HTNordRaceVampireLyrezi] cannot have any genitals since their skin cannot be recognized!  It was last modified by [Fanatical Enemies.esp].
[01:09:38.840] [warning] 	The race [0x2d2c9387: XJKGolemArmorRace] cannot have any genitals since their skin cannot be recognized!  It was last modified by [Darkend.esp].
[01:09:38.840] [info] 	The race [0xfe010829: BGSSSE018_NordRaceDoppelganger] was recognized as a member of existing group NordRace.
[01:09:38.840] [warning] 	The race [0x2004d31: TestRace] cannot have any genitals since their skin cannot be recognized!  It was last modified by [Dawnguard.esm].
[01:09:38.840] [warning] 	The race [0x320a7ada: 000FCArbiterRace2] cannot have any genitals since their skin cannot be recognized!  It was last modified by [ForgottenCity.esp].
[01:09:38.840] [info] 	The race [0x4d438a26: TOK_RACE_PolymorphNordRace] was recognized as a member of existing group NordRace.
[01:09:38.840] [warning] 	The race [0x2d20560e: XJKNordRace] cannot have any genitals since their skin cannot be recognized!  It was last modified by [Darkend.esp].
[01:09:38.840] [info] 	The race [0xfe371d71: 00AelaRace] was recognized as a new secondary group [00AelaRace].
[01:09:38.840] [info] 	The race [0x200e88a: DLC1NordRace] was recognized as a member of existing group NordRace.
[01:09:38.840] [info] 	The race [0x88794: NordRaceVampire] was recognized as a new primary group [NordRaceVampire].
[01:09:38.840] [warning] 	The race [0xc9b84c97: HTShadowmanRace] cannot have any genitals since their skin cannot be recognized!  It was last modified by [Fanatical Enemies.esp].
[01:09:38.840] [info] 	The race [0x7eaf3: NordRaceAstrid] was recognized as a new primary group [NordRaceAstrid].
[01:09:38.840] [info] 	The race [0x2d461744: XJKSkelLordRace] was recognized as a new primary group [XJKSkelLordRace].
[01:09:38.840] [info] 	The race [0xde0df5b0: HRI_Alternate_Race_NordRace] was recognized as a new secondary group [HRI_Alternate_Race_NordRace].
[01:09:38.840] [info] 	The race [0x67cd8: ElderRace] was recognized as a new primary group [ElderRace].
[01:09:38.840] [info] 	The race [0x1360270e: BSKRedguardElderRace] was recognized as a member of existing group ElderRace.
[01:09:38.840] [info] 	The race [0x13602710: BSKImperialElderRace] was recognized as a member of existing group ElderRace.
[01:09:38.840] [info] 	The race [0x13602707: BSKReachmanElderRace] was recognized as a member of existing group ElderRace.
[01:09:38.840] [info] 	The race [0xa82ba: ElderRaceVampire] was recognized as a new primary group [ElderRaceVampire].
[01:09:38.840] [info] 	The race [0x1360270f: BSKBretonElderRace] was recognized as a member of existing group ElderRace.
[01:09:38.840] [info] 	The race [0x330a5beb: 000ElderRace] was recognized as a member of existing group ElderRace.
[01:09:38.840] [info] 	The race [0x13747: OrcRace] was recognized as a new primary group [OrcRace].
[01:09:38.840] [info] 	The race [0x4d438a22: TOK_RACE_PolymorphOrcRace] was recognized as a member of existing group OrcRace.
[01:09:38.840] [info] 	The race [0xa82b9: OrcRaceVampire] was recognized as a new primary group [OrcRaceVampire].
[01:09:38.840] [info] 	The race [0xfe01082a: BGSSSE018_OrcRaceDoppelganger] was recognized as a member of existing group OrcRace.
[01:09:38.840] [info] 	The race [0xde0df5b1: HRI_Alternate_Race_OrcRace] was recognized as a new secondary group [HRI_Alternate_Race_OrcRace].
[01:09:38.840] [warning] 	The race [0x3000e5aa: Sabretiger_race] cannot have any genitals since their skin cannot be recognized!  It was last modified by [moonpath.esp].
[01:09:38.840] [warning] 	The race [0x1200e5aa: Sabretiger_race] cannot have any genitals since their skin cannot be recognized!  It was last modified by [LegacyoftheDragonborn.esm].
[01:09:38.840] [info] 	The race [0x13748: RedguardRace] was recognized as a new primary group [RedguardRace].
[01:09:38.840] [info] 	The race [0x4dab537b: TOK_RACE_PolymorphRedguardRace] was recognized as a member of existing group RedguardRace.
[01:09:38.840] [info] 	The race [0x88846: RedguardRaceVampire] was recognized as a new primary group [RedguardRaceVampire].
[01:09:38.840] [info] 	The race [0xde0df5b2: HRI_Alternate_Race_RedguardRace] was recognized as a new secondary group [HRI_Alternate_Race_RedguardRace].
[01:09:38.840] [info] 	The race [0x2e0659d4: CLWShadowRace] was recognized as a new primary group [CLWShadowRace].
[01:09:38.840] [info] 	The race [0x42002800: SkeletonCorpseRace] was recognized as a new secondary group [SkeletonCorpseRace].
[01:09:38.840] [info] 	The race [0x13602091: BSKSnowElfRace] was recognized as a new primary group [BSKSnowElfRace].
[01:09:38.840] [info] 	The race [0xcb0a19fd: BVNPCSnowElfRaceVampire] was recognized as a new primary group [BVNPCSnowElfRaceVampire].
[01:09:38.840] [info] 	The race [0x29000d64: SunElfRaceVampire] was recognized as a member of existing group WoodElfRace.
[01:09:38.840] [info] 	The race [0x29000d71: SunElfRace] was recognized as a member of existing group WoodElfRace.
[01:09:38.840] [info] 	The race [0x2920a252: SunElfRaceZahkris] was recognized as a member of existing group WoodElfRace.
[01:09:38.840] [info] 	The race [0x1f03881e: _Lull_MajerRace3] was recognized as a member of existing group WoodElfRace.
[01:09:38.840] [info] 	The race [0x1f03881d: _Lull_MajerRace2] was recognized as a member of existing group WoodElfRace.
[01:09:38.840] [info] 	The race [0xfe01082b: BGSSSE018_WoodElfRaceDoppelganger] was recognized as a member of existing group WoodElfRace.
[01:09:38.840] [info] 	The race [0x1f00080f: _Lull_MajerRace1] was recognized as a member of existing group WoodElfRace.
[01:09:38.840] [info] 	The race [0x4d438a25: TOK_RACE_PolymorphWoodElfRace] was recognized as a member of existing group WoodElfRace.
[01:09:38.840] [info] 	The race [0x1f03881f: _Lull_MajerRace5] was recognized as a member of existing group WoodElfRace.
[01:09:38.840] [info] 	The race [0xde0df5b3: HRI_Alternate_Race_WoodElfRace] was recognized as a new secondary group [HRI_Alternate_Race_WoodElfRace].
[01:09:38.840] [info] 	The race [0x223f2788: zzzCrbYsgramorRace] was recognized as a new primary group [zzzCrbYsgramorRace].
[01:09:38.841] [info] 	The race [0x32084640: 000FCZombieRace] was recognized as a new secondary group [000FCZombieRace].
[01:09:38.841] [info] Processed [866] races: assigned genitalia to [95] races, preprocessed [13] races, found [0] races to be ready and ignored [758] races.
[01:09:38.841] [info] Checking NPCs for custom skins...
[01:09:38.843] [info] 		The skin [0xdb5d0] used does not have a body part. TNG ignores it.
[01:09:38.843] [info] 		The skin [0xdb5d0] used does not have a body part. TNG ignores it.
[01:09:38.843] [info] 		The skin [0xfe07e830] used does not have a body part. TNG ignores it.
[01:09:38.843] [info] Finished checking NPCs for custom skins.
[01:09:38.843] [info] 
TNG would not show the following race groups in the MCM since there are either no genital available to them or there are very few NPCs which use them:
[01:09:38.843] [info] 	Race group [HRI_Alternate_Race_ArgonianRace] with the following information: Main race: [Growl - Werebeasts of Skyrim.esp : HRI_Alternate_Race_ArgonianRace]; Armor race: [ArgonianRace]; Additional races: [].
[01:09:38.843] [info] 	Race group [zzzCrbBirdmanRace] with the following information: Main race: [Unslaad.esm : zzzCrbBirdmanRace]; Armor race: [zzzCrbBirdmanRace]; Additional races: [].
[01:09:38.843] [info] 	Race group [zzzCrbBoneSmithRace] with the following information: Main race: [Unslaad.esm : zzzCrbBoneSmithRace]; Armor race: [zzzCrbBoneSmithRace]; Additional races: [].
[01:09:38.843] [info] 	Race group [BretonRaceChildArnima] with the following information: Main race: [arnima.esm : BretonRaceChildArnima]; Armor race: [BretonRaceChildArnima]; Additional races: [].
[01:09:38.843] [info] 	Race group [HRI_Alternate_Race_BretonRace] with the following information: Main race: [Growl - Werebeasts of Skyrim.esp : HRI_Alternate_Race_BretonRace]; Armor race: [BretonRace]; Additional races: [].
[01:09:38.843] [info] 	Race group [HRI_Alternate_Race_DarkElfRace] with the following information: Main race: [Growl - Werebeasts of Skyrim.esp : HRI_Alternate_Race_DarkElfRace]; Armor race: [DarkElfRace]; Additional races: [].
[01:09:38.843] [info] 	Race group [DremoraRaceZahkris] with the following information: Main race: [Midwood Isle.esp : DremoraRaceZahkris]; Armor race: [DremoraRaceZahkris]; Additional races: [].
[01:09:38.843] [info] 	Race group [CoT_KrellykClothes] with the following information: Main race: [CitizensComplete.esp : CoT_KrellykClothes]; Armor race: [DefaultRace]; Additional races: [].
[01:09:38.843] [info] 	Race group [zzzCrbDreughElfRace] with the following information: Main race: [Unslaad.esm : zzzCrbDreughElfRace]; Armor race: [zzzCrbDreughElfRace]; Additional races: [].
[01:09:38.843] [info] 	Race group [HPGToadRace] with the following information: Main race: [Haem Projects Goblands.esp : HPGToadRace]; Armor race: [HPGToadRace]; Additional races: [].
[01:09:38.843] [info] 	Race group [zzzCrbGrayOwlRace] with the following information: Main race: [Unslaad.esm : zzzCrbGrayOwlRace]; Armor race: [zzzCrbGrayOwlRace]; Additional races: [].
[01:09:38.843] [info] 	Race group [zzzCrbHalfDragonChildRace] with the following information: Main race: [Unslaad.esm : zzzCrbHalfDragonChildRace]; Armor race: [DefaultRace]; Additional races: [].
[01:09:38.843] [info] 	Race group [BSKSeaElfRace] with the following information: Main race: [BSAssets.esm : BSKSeaElfRace]; Armor race: [BSKSeaElfRace]; Additional races: [].
[01:09:38.843] [info] 	Race group [BSKWildElfRace] with the following information: Main race: [BSAssets.esm : BSKWildElfRace]; Armor race: [BSKWildElfRace]; Additional races: [].
[01:09:38.843] [info] 	Race group [HRI_Alternate_Race_HighElfRace] with the following information: Main race: [Growl - Werebeasts of Skyrim.esp : HRI_Alternate_Race_HighElfRace]; Armor race: [HighElfRace]; Additional races: [].
[01:09:38.843] [info] 	Race group [zzzCrbHoholaughRace] with the following information: Main race: [Unslaad.esm : zzzCrbHoholaughRace]; Armor race: [zzzCrbHoholaughRace]; Additional races: [].
[01:09:38.843] [info] 	Race group [HRI_Alternate_Race_ImperialRace] with the following information: Main race: [Growl - Werebeasts of Skyrim.esp : HRI_Alternate_Race_ImperialRace]; Armor race: [ImperialRace]; Additional races: [].
[01:09:38.843] [info] 	Race group [AK69KatanaRace] with the following information: Main race: [Katana.esp : AK69KatanaRace]; Armor race: [NordRace]; Additional races: [].
[01:09:38.843] [info] 	Race group [HRI_Alternate_Race_KhajiitRace] with the following information: Main race: [Growl - Werebeasts of Skyrim.esp : HRI_Alternate_Race_KhajiitRace]; Armor race: [KhajiitRace]; Additional races: [].
[01:09:38.843] [info] 	Race group [ManakinRace] with the following information: Main race: [Skyrim.esm : ManakinRace]; Armor race: [ManakinRace]; Additional races: [].
[01:09:38.843] [info] 	Race group [00AelaRace] with the following information: Main race: [AelaStandalone.esp : 00AelaRace]; Armor race: [DefaultRace]; Additional races: [].
[01:09:38.843] [info] 	Race group [NordRaceAstrid] with the following information: Main race: [Skyrim.esm : NordRaceAstrid]; Armor race: [NordRaceAstrid]; Additional races: [].
[01:09:38.843] [info] 	Race group [XJKSkelLordRace] with the following information: Main race: [Darkend.esp : XJKSkelLordRace]; Armor race: [XJKSkelLordRace]; Additional races: [].
[01:09:38.843] [info] 	Race group [HRI_Alternate_Race_NordRace] with the following information: Main race: [Growl - Werebeasts of Skyrim.esp : HRI_Alternate_Race_NordRace]; Armor race: [NordRace]; Additional races: [].
[01:09:38.843] [info] 	Race group [HRI_Alternate_Race_OrcRace] with the following information: Main race: [Growl - Werebeasts of Skyrim.esp : HRI_Alternate_Race_OrcRace]; Armor race: [OrcRace]; Additional races: [].
[01:09:38.843] [info] 	Race group [HRI_Alternate_Race_RedguardRace] with the following information: Main race: [Growl - Werebeasts of Skyrim.esp : HRI_Alternate_Race_RedguardRace]; Armor race: [RedguardRace]; Additional races: [].
[01:09:38.843] [info] 	Race group [CLWShadowRace] with the following information: Main race: [Clockwork.esp : CLWShadowRace]; Armor race: [CLWShadowRace]; Additional races: [].
[01:09:38.843] [info] 	Race group [SkeletonCorpseRace] with the following information: Main race: [Weapons Armor Clothing & Clutter Fixes.esp : SkeletonCorpseRace]; Armor race: [ManakinRace]; Additional races: [].
[01:09:38.843] [info] 	Race group [BSKSnowElfRace] with the following information: Main race: [BSAssets.esm : BSKSnowElfRace]; Armor race: [BSKSnowElfRace]; Additional races: [].
[01:09:38.843] [info] 	Race group [HRI_Alternate_Race_WoodElfRace] with the following information: Main race: [Growl - Werebeasts of Skyrim.esp : HRI_Alternate_Race_WoodElfRace]; Armor race: [WoodElfRace]; Additional races: [].
[01:09:38.843] [info] 	Race group [zzzCrbYsgramorRace] with the following information: Main race: [Unslaad.esm : zzzCrbYsgramorRace]; Armor race: [zzzCrbYsgramorRace]; Additional races: [].
[01:09:38.843] [info] Checking ARMO records...
[01:09:38.847] [info] 		The armor [0xfe5e4813] would cover genitals!
[01:09:38.847] [info] 		The armor [0xfe5e4852] would cover genitals!
[01:09:38.848] [info] 		The armor [0xfe644811] would cover genitals!
[01:09:38.848] [info] 		The armor [0xfe64981e] would cover genitals!
[01:09:38.848] [info] 		The armor [0xfe64981f] would cover genitals!
[01:09:38.848] [info] 		The armor [0xfe64ad75] would cover genitals!
[01:09:38.848] [info] 		The armor [0xfe678802] would cover genitals!
[01:09:38.848] [info] 		The armor [0xfe686d6b] would cover genitals!
[01:09:38.848] [info] 		The armor [0xfe6b4d70] would cover genitals!
[01:09:38.848] [info] 		The armor [0xfe6b4d93] would cover genitals!
[01:09:38.848] [info] 		The armor [0xfe6b7801] would cover genitals!
[01:09:38.848] [info] 		The armor [0xfe6b7825] would cover genitals!
[01:09:38.848] [info] 		The armor [0xfe6c6807] would cover genitals!
[01:09:38.848] [info] 		The armor [0xfe6c681e] would cover genitals!
[01:09:38.848] [info] 		The armor [0xfe6c6836] would cover genitals!
[01:09:38.848] [info] 		The armor [0xfe6c8830] would cover genitals!
[01:09:38.848] [info] 		The armor [0xfe6cc801: Cold Foreigner Cuirass] was marked with [TNG_Revealing] keyword.
[01:09:38.848] [info] 		The armor [0xfe6cc80f: Cold Foreigner Trousers] was marked with [TNG_Covering] keyword.
